text,sentiment,model,topic,cleaned
It’s a tragedy that the partisan nature of conspiracy theories hasn’t allowed the fact that sinovac isn’t MRNA to develop into a good conspiracy theory,,cnn-lstm,sinovac,tragedy partisan nature conspiracy theory disallow fact sinovac mrna develop good conspiracy theory
@donaldp1917 Somebody should tell him SinoVac isn’t MRNA he’ll go nuts,,cnn-lstm,sinovac,somebody tell sinovac mrna hell nut
RT @dagapusa: @PhilstarNews Why is Galvez pushing Sinovac so hard? No 3rd trial yet in the Philippines. They haven't submitted results of 2…,,cnn-lstm,sinovac,galvez push sinovac hard trial yet philippine submit result
"RT @staronline: Covid-19: Sinovac recipients to lose vaccinated status on April 1 if not boosted, says Khairy
https://t.co/7NVU7nAIyg  http…",,cnn-lstm,sinovac,covid sinovac recipient lose vaccinate status april boost say khairy http
@KarenGrepin It is a shame that we HKers do not know which vaccines --Sinovac or Biotech that was/were  remotely related to the deaths of some 86 or more deaths and these usually occured within 14 days after jabbing. Govt  denied  either of the 2 vaccines were causing the death cases. SO BAD,,cnn-lstm,sinovac,shame hkers ignore vaccine sinovac biotech waswere remotely related death death usually occur within day jabbing govt deny either vaccine cause death case bad
"@PriyankaPulla @zeynep Sinovac too.
I'm happy to have my tax dollar pay to ship the whole world good vaccines.
But it's not the West's fault if other governments insist on using inferior products.",,cnn-lstm,sinovac,sinovac happy tax dollar pay ship whole world good vaccine west fault government insist use inferior product
@Axfyna ah i seee only for sinovac… okie thanks a lot!,,cnn-lstm,sinovac,seee sinovac okie thanks lot
"Another 3.5 million doses of Sinovac Covid-19 vaccines donated by China touched down at Phnom Penh International Airport on March 30, just a day after the first shipment of 1.5 million doses arrived.
https://t.co/iol7P7Aehb",,cnn-lstm,sinovac,another dos sinovac covid vaccine donate china touch phnom penh international airport march day first shipment dos arrive
18 &amp; above #Sinovac recipients &amp; senior citizens who have not been boosted will not be considered as fully vaxxed from tomorrow. #malaysia https://t.co/NcCpcIs6j0,,cnn-lstm,sinovac,recipient senior citizen differ boost differ consider fully vaxxed tomorrow
"“These groups can still dine-in at restaurants, frequent shopping malls, and enter the workplace and places of worship."" Khairy said in a statement yesterday.

#Malaysia #News #Covid19 #Vaccination #Sops #MoH #Sinovac #Sinopharm https://t.co/VhLaxfd3mJ",,cnn-lstm,sinovac,group still dinein restaurant frequent shopping mall enter workplace place worship khairy say statement yesterday
"Third sinovac jab , had to comply with @Khairykj                          #booster #sinovac https://t.co/QPWUnhappu",,cnn-lstm,sinovac,third sinovac jab comply
"Andy Vermaut shares:More China-donated Sinovac COVID-19 vaccines arrive in Myanmar: © Provided by Xinhua 

Myanmar has received a batch of more than 2.2 million doses of Sinovac COVID-19 vaccines donated by China through the COVAX Facility.… https://t.co/oNFKOgygCC Thank you. https://t.co/B6FhBPZoq5",,cnn-lstm,sinovac,andy vermaut share chinadonated sinovac covid vaccine arrive myanmar provide xinhua myanmar receive batch dos sinovac covid vaccine donate china covax facility thank
"More than 2.2 million doses of #Sinovac #COVID19 vaccines donated by China through the COVAX Facility have arrived in #Myanmar, according to People’s Daily.

Photo Credit: Beijing Daily

#vaccine #vaccinated #vaccination #Covid_19 #coronavirus #China https://t.co/lOSadh2UXY",,cnn-lstm,sinovac,dos vaccine donate china covax facility arrive accord people daily photo credit beijing daily
"RT @boosulyn: Non-Boosted Sinovac Recipients, Seniors Allowed To Visit Public Premises April 1 Onwards

Khairy Jamaluddin says MySejahtera…",,cnn-lstm,sinovac,nonboosted sinovac recipient senior allow visit public premise april onwards khairy jamaluddin say mysejahtera
"2 million Sinovac recipients who refuse the booster will lose their ""fully vaccinated"" status but still be able to dine-in, enter malls, and premises as usual. 

That's why you shouldn't bow to fake threats.

Mass non-compliance is the answer.

Hold your ground.",,cnn-lstm,sinovac,sinovac recipient refuse booster lose fully vaccinate status still able dinein enter mall premise usual bow fake threat mass noncompliance answer hold ground
"while me 1st and 2nd = AZ, booster sinovac. no side effect at all https://t.co/46vcojRzyN",,cnn-lstm,sinovac,booster sinovac bottom effect
"Dine-in &amp; entry to malls still allowed for unboosted Sinovac recipients &amp; senior citizens from 1st April despite losing fully vaxxed status https://t.co/tUYJqhhSEK
Indecisive.. @NonVitalTooth @imfsea_aruna @arifsetia2013d @GEanalyst  @AnwarFadzil @kuabt  @richardrichli @imokman",,cnn-lstm,sinovac,dinein entry mall still allow unboosted sinovac recipient senior citizen april despite lose fully vaxxed status indecisive
ICYMI. 18 &amp; above Sinovac recipients &amp; senior citizens who have not been boosted will not be considered as fully vaxxed from tomorrow (1 Apr). The 2 primary doses details will still be on the app but with their status in white - partially vaccinated. https://t.co/ae27BTHHWJ,,cnn-lstm,sinovac,icymi sinovac recipient senior citizen differ boost differ consider fully vaxxed tomorrow apr primary dos detail still app status white partially vaccinate
"@ngzeonhou @Colbybruin @ruima Thanks for the clarification. So it is not that vaccine doesn't work, just some of the more at-risk age group are not taking them.

My original post simply implying that vaccination rate (either 3x Sinovac, or mRNA) needs to be high, before regulations are lifted.",,cnn-lstm,sinovac,thanks clarification vaccine idle atrisk age group refuse original post simply imply vaccination rate either sinovac mrna need high regulation lift
"On Wednesday, more than 2.2 million doses of Sinovac #COVID19 vaccines donated by #China via the COVAX Facility arrived in Yangon, #Myanmar. https://t.co/6T14vrXGHq",,cnn-lstm,sinovac,wednesday dos sinovac vaccine donate via covax facility arrive yangon
"To all the Sinovac primary recipients, get your Sinovac booster dose now before 1 April to remain your fully-vaccinated status!​ Purchase now: https://t.co/yPcM5tNL1Y https://t.co/sC80rjpBXe",,cnn-lstm,sinovac,sinovac primary recipient get sinovac booster dose april remain fullyvaccinated status purchase
fckn hell im getting sinovac for the 4th booster on,,cnn-lstm,sinovac,fckn hell get sinovac booster
"More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the COVAX Facility arrived in #Myanmar's Yangon on Wednesday, according to the Information Ministry of the Southeast Asian country. (file pic) https://t.co/Q2TQcoBh5W",,cnn-lstm,sinovac,dos sinovac vaccine donate china covax facility arrive yangon wednesday accord information ministry southeast asian country file pic
"@PragmaticInOz @MichaelSFuhrer I think it 3x sinovac. Seems like 3 doses of anything will prevent the impending disaster as long as it's in arms. Even mass shutdowns won't stop omi and people are getting pretty pissed off.

https://t.co/Nn7qDA6P7K",,cnn-lstm,sinovac,think sinovac seem like dos anything prevent impend disaster long arm even mass shutdown begin omi people get pretty piss
"@normcharlatan It’s actually been shown that Sinovac is about as effective against Omicron, the bigger problem is that they’re at ~50% vaccination rates for the elderly and if infections go rampant like in Hong Kong, things are going to get Real Bad",,cnn-lstm,sinovac,actually show sinovac effective omicron big problem vaccination rate elderly infection rampant like hong kong thing get real bad
@fmtoday What about Sinovac without Boosters?,,cnn-lstm,sinovac,sinovac without booster
@DrToddLee @TogetherTrial @NEJM Sure but how about among the persons who contracted COVID?   and Sinovac is counted in the numerical total as well. I believe Brazil has 7 licensed vacines.,,cnn-lstm,sinovac,sure among person contract covid sinovac count numerical total well believe brazil license vacines
"@PhillipsPOBrien I think China is very preoccupied with Omicron ( BA.2 sub lineage)to which the vast majority of Chinese have no immunity while Sinovac has very low VE against BA.2.
Right now the entire city of Shanghai (one of the biggest in the world) is in total lockdown. Streets empty.",,cnn-lstm,sinovac,think china preoccupy omicron sub lineage vast majority chinese susceptibility sinovac low right entire city shanghai one big world total lockdown street empty
"@EricTopol @NEJM Almost as good as Sinovac, which has the benefit of being safe and effective in children as young as 3 https://t.co/mahV7f7D4T",,cnn-lstm,sinovac,almost good sinovac benefit safe effective child young
"@DrEricDing Eric, I need to check but what is the vaccination rate here.  If it is high, are we to assume #sinovac stinks?!",,cnn-lstm,sinovac,eric need check vaccination rate high assume stink
@ianjamesyoung70 Low rate of vaccination is definitely the main reason.  Wrong vaccine provides much lower protection even if more people are vaccinated.  Just my 2 cents...  I am not an expert https://t.co/jY9LcqG1Co,,cnn-lstm,sinovac,low rate vaccination definitely main reason wrong vaccine provide much low protection even people vaccinate cent expert
"Sinovac, Sinopharm recipients, those over 60 to lose fully-vaccinated status starting April 1 unless they get booster shots | New Straits Times https://t.co/f5pc3Mgs4X",,cnn-lstm,sinovac,sinovac sinopharm recipient lose fullyvaccinated status start april unless get booster shot new strait time
"@g0ingmad https://t.co/Npbu1RrgK4

Laos is one the countries having low infections /1M Pop and FCR ─ their Vax Rate is about par w US and 95% Sinovac / SinoPharm not mRNA's

Regards,",,cnn-lstm,sinovac,lao country low infection pop fcr vax rate par sinovac sinopharm mrna regard
"@Matthew68850841 @DrEliDavid I had third doses of Sinovac. I didn't have covid. 
My mother had fourth doses of Sinovac. 
I recommended to my mother, please care   social distance and mask indoor. 
My mother had mild covid last week. And she was recovered easily",,cnn-lstm,sinovac,third dos sinovac refuse covid mother fourth dos sinovac recommend mother please care social distance mask indoor mother mild covid last week recover easily
Glorious mRNA vaccines not performing any better than SinoVac https://t.co/bVZt3s4mnU,,cnn-lstm,sinovac,glorious mrna vaccine perform well sinovac
RT @BB8TEE: This is rather convenient to be ending right at the same time millions of angry Malaysians who were coerced into taking Sinovac…,,cnn-lstm,sinovac,rather convenient end right time million angry malaysian coerce take sinovac
"@ArtKorenevsky @ShooguhLipz @EricTopol @ScienceTM And if you got Sinovac, Sinopharm or Sputnik, you better start again from scratch. (Like my brother and sister in Latin America)",,cnn-lstm,sinovac,get sinovac sinopharm sputnik well start scratch like brother sister latin america
"@Mournblade94 @jenannie @DrEricDing 3 jabs of Sinovac have more 90% of efficacy for prevent deaths

Stop with disinformation",,cnn-lstm,sinovac,jab sinovac efficacy prevent death stop disinformation
"@bionicsisntTR @TxHopsfarmer @Reuters Sure thing man. It must be propaganda. Its not like I have experience myself, with a large network of family members who have close connections with doctors within Southern PRC.

Also, 🇭🇰 themselves said it's basically useless:

https://t.co/XebjDOdlKZ

https://t.co/k0VH4s9t4s",,cnn-lstm,sinovac,sure thing man must propaganda unlike experience large network family member close connection doctor within southern prc also say basically useless
@LufthansaLatina It is possible to travel to Germany from Chile applying 3G (PCR negative 48hrs). In Chile we have a Sinovac scheme of vaccination (2 doses).,,cnn-lstm,sinovac,possible travel germany chile apply pcr negative chile sinovac scheme vaccination dos
"RT @drStuartGilmour: As a follow up to yesterday's thread on Sinovac efficacy in HK, let's compare hospitalizations in HK and NY at the pea…",,cnn-lstm,sinovac,follow yesterday thread sinovac efficacy let compare hospitalization pea
"@bencowling88 Hope yr paper'll include : Though Sinovac wasn't approved in China for &gt;60 initially，HK took the lead to offer &gt;60 as priority group &amp; presented it as safer than BioNtech, thus attracting many elderly w/underlying illness to take, but a doz deaths followed &amp; scared the rest.",,cnn-lstm,sinovac,hope paper include though sinovac disapprove china initially take lead offer priority group present safer biontech thus attract many elderly wunderlying illness take doz death follow scar rest
"1. Adults who have not taken booster shot can still dine in and enter malls, offices and places of worship, despite losing their fully vaccinated status after April 1.

Health Minister Khairy Jamaluddin said this applies to Sinovac recipients, as well as those aged 60 and above. https://t.co/EajX5WdD6B https://t.co/CgOUl59eKr",,cnn-lstm,sinovac,adult refuse booster shot still dine enter mall office place worship despite lose fully vaccinate status april health minister khairy jamaluddin say applies sinovac recipient well age
"RT @Soya_Cincau: According to MOH's new SOP, unboosted Sinovac recipients and seniors can still dine-in, enter shopping malls and places of…",,cnn-lstm,sinovac,accord moh new sop unboosted sinovac recipient senior still dinein enter shopping mall place
"I got yesterday the covid 19 booster vaccination, and it was from aztrazeneca and people were not joking when they said it hit you hard. I have temperature and my entire body hurts :( i didn’t have any symptom with the 1st and 2nd dose, i got vaccinated with sinovac 🥺",,cnn-lstm,sinovac,get yesterday covid booster vaccination aztrazeneca people joking say hit hard temperature entire body hurt refuse symptom dose get vaccinate sinovac
"#KKM just announced that those who refuse their booster dose will not lose their fully-vaccinated privileges, only their status.

What you need to know : https://t.co/TM5qalODWS

#TechARP #Malaysia #COVID19 #Vaccine #Vaccination #Health #Sinovac #Sinopharm #BoosterDose #Business",,cnn-lstm,sinovac,announce refuse booster dose find fullyvaccinated privilege status need know
RT @NST_Online: #NSTnation All recipients of the #Sinovac and #Sinopharm #Covid19 vaccines as well those above 60 who have not taken their…,,cnn-lstm,sinovac,recipient vaccine well refuse
Dine-in and entry to malls still allowed for unboosted Sinovac recipients and senior citizens from 1st April despite losing fully vaxxed status https://t.co/5cG3cNTiG9 https://t.co/PofqxenB4v,,cnn-lstm,sinovac,dinein entry mall still allow unboosted sinovac recipient senior citizen april despite lose fully vaxxed status
"According to MOH's new SOP, unboosted Sinovac recipients and seniors can still dine-in, enter shopping malls and places of worship from 1st April despite losing their fully vaccinated status. However, the verification process can be tedious.  https://t.co/7i77K1A1oj",,cnn-lstm,sinovac,accord moh new sop unboosted sinovac recipient senior still dinein enter shopping mall place worship april despite lose fully vaccinate status however verification process tedious
@whippletom @johnmichaelw Sinovac data from HK shows it works well after three shots and there are better Chinese options https://t.co/ONvYgYtr5G,,cnn-lstm,sinovac,sinovac data show work well shot well chinese option
"“As such, the Health Ministry would like to advise and encourage those who haven’t received their booster shots to get them immediately,” he added.

 https://t.co/2fi8BYIaHF 

#theSun #thesundaily #Sinovac #booster",,cnn-lstm,sinovac,health ministry would like advise encourage nonstandard booster shot get immediately add
"@bionicsisntTR @TxHopsfarmer @Reuters That is completely false. Multiple reports from several countries have stated how useless Sinovac has been. Hong Kong elderly largely are resistant in having vaccines, plus the 🇨🇳 &amp; 🇭🇰 governments keep pushing no evidence-backed TCM as ""effective COVID cure"". Stop defending crap.",,cnn-lstm,sinovac,completely false multiple report several country state useless sinovac hong kong elderly largely resistant vaccine plus government keep push evidencebacked tcm effective covid cure stop defend crap
RT @JillaShakthi: @Rob_Dono @KKMPutrajaya They basically did a u turn on the booster..sinovac and people above 60 who didn't take the boost…,,cnn-lstm,sinovac,basically turn booster sinovac people refuse boost
"@Lyth_Hishmeh In Aug 2021 almost died twice of Delta. Was vaccinated with SINOVAC 2 doses. Wearing a mask got covid, in Karachi Pakistan. One month in hospital, 60% lungs were affected. Going through hell since then, I will be 60 on the 10th of May. Only Allah helping me &amp; I thank Him.",,cnn-lstm,sinovac,aug almost die twice delta vaccinate sinovac dos wear mask get covid karachi pakistan month hospital lung affected hell since may allah help thank
@BB8TEE @malaysiakini Not to mention that a few Europe countries are not letting those who were coerced into taking Sinovac enter their country! My in-laws are very frail in Germany and I can't go visit to say my last goodbyes as I am a Sinovac recipient😔,,cnn-lstm,sinovac,mention europe country disallow coerce take sinovac enter country inlaws frail germany nogo visit say last goodbye sinovac recipient
@MatthewBeaulie2 @Cynic2010 @CBCcolleenKG @poitrasCBC China &amp; Hong Kong specifically led by Sars1 experience. The SinoVac is not nearly as effective as mRNA Vac. Plus they did not even reach 60% coverage in their over 60yr pop. So sadly paying the price now on the high transmission variants that break thru w/o superior ventilation.,,cnn-lstm,sinovac,china hong kong specifically lead sars experience sinovac nearly effective mrna vac plus odd reach coverage pop sadly pay price high transmission variant break thru superior ventilation
"This is rather convenient to be ending right at the same time millions of angry Malaysians who were coerced into taking Sinovac (which they didn't want) are about to lose their ""fully vaxxed"" status for not wanting a booster. Very convenient indeed.

And predicted... https://t.co/LTorFTgHRq",,cnn-lstm,sinovac,rather convenient end right time million angry malaysian coerce take sinovac want lose fully vaxxed status want booster convenient indeed predict
RT @faisal_mn_: Hey dumbass @Khairykj it’s not about movement restrictions as @IsmailSabri60 already said there will be no longer MCO movin…,,cnn-lstm,sinovac,hey dumbass movement restriction already say unretentive mco movin
"RT @PDChinaHK: Hong Kong will administer #Sinovac #COVID19 vaccine to children aged between 3 and 4 from Feb 15, China's Hong Kong SAR gove…",,cnn-lstm,sinovac,hong kong administer vaccine child age feb china hong kong sar gove
RT @PDChinaHK: The 7th batch of around 1.25 mln doses of #Sinovac #COVID19 vaccine provided by the Chinese mainland has arrived in Hong Kon…,,cnn-lstm,sinovac,batch around mln dos vaccine provide chinese mainland arrive hong kon
"RT @PDChinaHK: A community vaccination center will open on Feb 23 at Hong Kong Central Library, to vaccinate minors aged 3 to 17 and people…",,cnn-lstm,sinovac,community vaccination center open feb hong kong central library vaccinate minor age people
"Hey dumbass @Khairykj it’s not about movement restrictions as @IsmailSabri60 already said there will be no longer MCO moving forward.

The main issue here is people who refused booster or sinovac aren’t allowed to enter premises if their vaccine not updated in MySej app. 🤦‍♂️ https://t.co/2oyQMvBfpZ",,cnn-lstm,sinovac,hey dumbass movement restriction already say unretentive mco move forward main issue people refuse booster sinovac disallow enter premise vaccine update mysej app
RT @msianinsight: A lot of elderly people and Sinovac vaccine recipients are still not their booster shots even though this would cause the…,,cnn-lstm,sinovac,lot elderly people sinovac vaccine recipient still booster shot even though would
"RT @ChineseZimbabwe: HERE THEY ARE!

On 29 Nov, Chinese President Xi Jinping announced to provide another 1 billion doses of #Covid19Vaccin…",,cnn-lstm,sinovac,nov chinese president jinping announce provide another dos
"@Rob_Dono @KKMPutrajaya They basically did a u turn on the booster..sinovac and people above 60 who didn't take the booster can still dine in, go to malls, work everything as usual",,cnn-lstm,sinovac,basically turn booster sinovac people refuse booster still dine mall work everything usual
"#NSTnation All recipients of the #Sinovac and #Sinopharm #Covid19 vaccines as well those above 60 who have not taken their #booster shots, will lose their #fullyvaccinated status, starting April 1.

https://t.co/Kap0qUI8f7

#vaccine #vaccination #MySejahtera #Coronavirus",,cnn-lstm,sinovac,recipient vaccine well refuse shot lose status start april
"RT @codebluenews: Non-Boosted Sinovac Recipients, Seniors Allowed To Visit Public Premises April 1 Onwards

Khairy Jamaluddin says MySejaht…",,cnn-lstm,sinovac,nonboosted sinovac recipient senior allow visit public premise april onwards khairy jamaluddin say mysejaht
"Non-Boosted Sinovac Recipients, Seniors Allowed To Visit Public Premises April 1 Onwards

Khairy Jamaluddin says MySejahtera will retain primary Covid-19 vaccination history for adult Sinovac recipients and those aged 60 years and older.

https://t.co/CcdKDL1us0",,cnn-lstm,sinovac,nonboosted sinovac recipient senior allow visit public premise april onwards khairy jamaluddin say mysejahtera retain primary covid vaccination history adult sinovac recipient age year old
"Non-Boosted Sinovac Recipients, Seniors Allowed To Visit Public Premises April 1 Onwards

https://t.co/YPDFSLsvqK",,cnn-lstm,sinovac,nonboosted sinovac recipient senior allow visit public premise april onwards
@whippletom Is it also the efficacy of the Sinovac? I have read that somewhere but not fact-checked,,cnn-lstm,sinovac,also efficacy sinovac read somewhere factchecked
RT @CE_ChinaEconomy: A plane carrying another batch of #China-donated #Sinovac #COVID19 #vaccine arrived in the capital of #Cambodia on Mar…,,cnn-lstm,sinovac,plane carry another batch donate arrive capital mar
"Covid-19: Sinovac recipients to lose vaccinated status on April 1 if not boosted, says Khairy
https://t.co/7NVU7nAIyg  https://t.co/7NVU7nAIyg",,cnn-lstm,sinovac,covid sinovac recipient lose vaccinate status april boost say khairy
"@moronesaxatili1 @EricTopol @ScienceTM Novavax, sinovac or sinopharm to go. Got to collect them all! 😂",,cnn-lstm,sinovac,novavax sinovac sinopharm get collect
Anyone knows how much I'll need to pay if I'm going to get a 4th vaccine shot? I need to get another shot to replace my sinovac shot,,cnn-lstm,sinovac,anyone know much need pay get vaccine shot need get another shot replace sinovac shot
"@MartinFierro769 It's the trade-off b/w efficacy and safety. Sinovac like any other inactivated vaccine, efficacy in the elderly is not as great as young. (the data quoted was for 60+), and does the job with additional boosters or alternatively using adjuvanted vaccine-like Valneva",,cnn-lstm,sinovac,tradeoff efficacy safety sinovac like inactivate vaccine efficacy elderly great young data quote job additional booster alternatively use adjuvanted vaccinelike valneva
"@w_t_r_k Oh, then HK's data is useless - we only had BioNTech and Sinovac vaccines available.",,cnn-lstm,sinovac,data useless biontech sinovac vaccine available
"Another batch of #China-donated Sinovac #COVID19 vaccine arrived in Phnom Penh, Cambodia on Tuesday.

The nation has so far received a total of almost 50 million vaccine doses from three sources through bilateral procurement, and about 84 pct were bought from or donated by China. https://t.co/uObsbTSeCn",,cnn-lstm,sinovac,another batch donate sinovac vaccine arrive phnom penh cambodia tuesday nation far receive total almost vaccine dos source bilateral procurement pct bought donate china
"@DrEricDing This is the result of a #ZeroCovid strategy over 2 years plus a vaccine which doesnt work against #Omicron 
#Sinovac 
🥶🤢🤧",,cnn-lstm,sinovac,result strategy year plus vaccine idle
"@Zimbird They might have said that but the regulations - which are in a mess and almost completely incomprehensible - still only mention Sinopharm, Sinovac and Sputnik. The government needs to clarify and amend the legislation so that it is clear.",,cnn-lstm,sinovac,might say regulation mess almost completely incomprehensible still mention sinopharm sinovac sputnik government need clarify amend legislation clear
"Only 35% of Ukrainians have had a Covid jab and many of those got the CCP Sinovac jab which isn’t recognized in Western countries

Poland says it has processed 2.4 million Ukraine refugees  into Schengen and has room to start taking a second wave",,cnn-lstm,sinovac,ukrainian covid jab many get ccp sinovac jab recognize western country poland say process ukraine refugee schengen room start take second wave
"@gedawei @watakant @Nrg8000 @joshtpm Yes, but they only use Sinovac, which has less-than-stellar performance. It's probably even worse against Omikron.",,cnn-lstm,sinovac,yes use sinovac lessthanstellar performance probably even bad omikron
"A plane carrying another batch of #China-donated Sinovac COVID-19 vaccine arrived in the capital of #Cambodia on Tuesday amid the country's booster shots vaccination drive, according to People’s Daily. 

📷: CIDCA

#PhnomPenh #COVID19 #Vaccine #CovidVaccines #VaccinesWork https://t.co/pycLlarsut",,cnn-lstm,sinovac,plane carry another batch donate sinovac covid vaccine arrive capital tuesday amid country booster shot vaccination drive accord people daily cidca
RT @drStuartGilmour: This is also the age group with much poorer vaccination compared to New York. We can see that across all ages vaccinat…,,cnn-lstm,sinovac,also age group much poorer vaccination compare new york see across age vaccinat
"Will Xi 'variant' of the CCP really manage to get re-elected as 'emperor for life' in October? It looks like the cover-up, the following brutal restrictions and the Sinovac failure are now backfiring. https://t.co/tQsivFv7rh",,cnn-lstm,sinovac,variant ccp really manage get reelect emperor life october look like coverup follow brutal restriction sinovac failure backfiring
"@drStuartGilmour Also, some ppl choose sinovac cuz they're afraid of mRNA. If we got rid of sinovac, they'd probably just stay unvaxxed instead of migrating over to the mRNA. 

If it weren't for Sinovac, the vaxxed% would be lower. Giving ppl choices helps.",,cnn-lstm,sinovac,also ppl choose sinovac cuz afraid mrna get rid sinovac would probably stay unvaxxed instead migrate mrna sinovac vaxxed would low give ppl choice help
@lisa_p_friedman @Jason @CNNplus @jaketapper How does that anyway make him more credible than the world's best virologists who created the covid vaccine. Just look at the relative hospitalization numbers in Hong Kong where they have the crap sinovac vaccine to any highly vaccinated country like south Korea or Canada.,,cnn-lstm,sinovac,anyway make credible world best virologist create covid vaccine look relative hospitalization number hong kong crap sinovac vaccine highly vaccinate country like south korea canada
"@Kakist_ocracy @chiu_francesca @wanderer_jasnah You can show up at the elderly care home with some nurses and do Biontech in the morning and Sinovac in the afternoon. How hard can it be, the majority of the elderly are living together.",,cnn-lstm,sinovac,show elderly care home nurse biontech morning sinovac afternoon hard majority elderly living together
"The government is still waiting for the recommendation from government experts before administering #Sinovac’s Covid-19 vaccine for children 6 years old and above.

https://t.co/WNQypawIFn",,cnn-lstm,sinovac,government still wait recommendation government expert administer covid vaccine child year old
@trublion92600 Yes and I wonder whether some Cantonese-language HK local media targeting older residents are even worse... https://t.co/zZ1jaDfE6a,,cnn-lstm,sinovac,yes wonder whether cantoneselanguage local medium target old resident even bad
"A lot of elderly people and Sinovac vaccine recipients are still not their booster shots even though this would cause them to lose their fully vaccinated status on April 1, ProtectHealth Corp Sdn Bhd CEO Dr Anas Alam Faizli said.

VID - TMI https://t.co/j8UkufoTFP",,cnn-lstm,sinovac,lot elderly people sinovac vaccine recipient still booster shot even though would lose fully vaccinate status april protecthealth corp sdn bhd ceo ana alam faizli say vid tmi
"@my_sejahtera @Khairykj @KKMPutrajaya Further questions.Vaccine type not available for selection. I assume it’s becoz 2nd dose tied to 1st?
I chose PPV with Sinovac (children) but only Sinovac (adult) appear. No children. How? Since dosage same, can choose adult? https://t.co/48imBDsjL6",,cnn-lstm,sinovac,questionsvaccine type unavailable selection assume becoz dose tie chose ppv sinovac child sinovac adult appear parent since dosage choose adult
"@Ocw26364429 @DGHisham It’s funny you think any govt figure has resigned or apologised for how they’ve handled covid…it hasn’t been about health/data since we’ve had the vaccine. Vaccine status/mandates make no sense, yet 2m sinovac ppl are now cut off from society for what reason?!",,cnn-lstm,sinovac,funny think govt figure resign apologise handle covidit differ healthdata since vaccine vaccine statusmandates make sense yet sinovac ppl cut society reason
"China is the leading supplier of vaccines against the COVID-19 pandemic for Cambodia, said Secretary of State at the Ministry of Health Dr. Yuok Sambath while welcoming the arrival of China-donated over 1.5 million doses of Sinovac vaccine https://t.co/Y0VVMlde7g",,cnn-lstm,sinovac,china lead supplier vaccine covid pandemic cambodia say secretary state ministry health yuok sambath welcome arrival chinadonated dos sinovac vaccine
"@drStuartGilmour It was public knowledge in 2021 that Sinovac requires three shots for maximum efficacy, and the third shot must be taken between six to eight months after the second for that maximum efficacy.

Only scumbug journalists still argue on the basis of two-dose efficacy data.",,cnn-lstm,sinovac,public knowledge sinovac require shot maximum efficacy third shot must take month second maximum efficacy scumbug journalist still argue basis efficacy data
"Also Zhihu article is misleading AF: yes Sinovac's protection only approximates that of mRNA after 3rd shot, but even 2-shot regimen helps to materially lower death rate. China also has few other domestic vaccines in use that are better than Sinovac, and a higher overall vaxxed %",,cnn-lstm,sinovac,also zhihu article mislead yes sinovac protection approximates mrna shot even shot regimen help materially low death rate china also domestic vaccine use well sinovac high overall vaxxed
@my_sejahtera @Khairykj This is the response I received after so many emails which are not helpful. Pickid second dose sinovac appointment not in MySejahtera. Asked to walk-in but clinic won’t accept. Show me link again for what?! So difficult to give appointment!? https://t.co/OaQs5wshn3,,cnn-lstm,sinovac,response receive many email unhelpful pickid second dose sinovac appointment mysejahtera ask walkin clinic refuse show link difficult give appointment
I'm ready for sinovac booster,,cnn-lstm,sinovac,ready sinovac booster
"This is also the age group with much poorer vaccination compared to New York. We can see that across all ages vaccination rates are higher in NY, and especially in higher age groups. The problem here isn't that Sinovac doesn't work, but that elderly people aren't vaxxed. https://t.co/nLCWEmwJrY",,cnn-lstm,sinovac,also age group much poorer vaccination compare new york see across age vaccination rate high especially high age group problem sinovac idle elderly people vaxxed
"As a follow up to yesterday's thread on Sinovac efficacy in HK, let's compare hospitalizations in HK and NY at the peak of their respective waves: ~150 per 100,000 in HK vs. 74 per 100,000 in New York city https://t.co/IZqv5m0B6f",,cnn-lstm,sinovac,follow yesterday thread sinovac efficacy let compare hospitalization peak respective wave per per new york city
A plane carrying another batch of #China-donated #Sinovac #COVID19 #vaccine arrived in the capital of #Cambodia on Mar 29 amid the country's booster shots vaccination drive. https://t.co/LGWUAsU3nX,,cnn-lstm,sinovac,plane carry another batch donate arrive capital mar amid country booster shot vaccination drive
@BNODesk I guess the SINOVAC needs some work #madeinchina,,cnn-lstm,sinovac,guess sinovac need work
@Khairykj Morning YB - just wondering if there are any discussions going on in getting other countries to recognize Sinovac? There are those of us who are have had both injections + booster but there are still countries that do not recognize Sinovac.,,cnn-lstm,sinovac,morning wonder discussion get country recognize sinovac injection booster still country recognize sinovac
@Mayhem4Markets Sinovac’s swine flu vaccine was approved by Chinese “FDA” late summer/early fall 2009 🤑,,cnn-lstm,sinovac,sinovacs swine flu vaccine approve chinese fda late summerearly fall
@TanyaWa19081027 @MartyMakary @fynn_fan Sinovac is traditional vaccine,,cnn-lstm,sinovac,sinovac traditional vaccine
"GLOBALink | New arrival of China-donated jabs helps Cambodia's COVID-19 vaccination https://t.co/Vg9YtJcgPd 
#Covid_19",,cnn-lstm,sinovac,globalink new arrival chinadonated jab help cambodia covid vaccination
@ArmandDoma Galaxy brain: we should buy sinovac to allow them to save face,,cnn-lstm,sinovac,galaxy brain buy sinovac allow save face
@kjoules @tripperhead Man why would anyone get sinovac? Might as well inject a shot of water...,,cnn-lstm,sinovac,man would anyone get sinovac might well inject shot water
